Name,Cuisine / Type,Google Rating,ImageURL,Hours,FormattedHours,Phone,Address
Sharetea,Bubble Tea Shop (Boba),4.1,https://s3-media2.fl.yelpcdn.com/bphoto/9_oVOp0t4d4JNifbzl-ezA/o.jpg,"[{""is_overnight"":false,""start"":""1200"",""end"":""2000"",""day"":0},{""is_overnight"":false,""start"":""1200"",""end"":""2000"",""day"":1},{""is_overnight"":false,""start"":""1200"",""end"":""2000"",""day"":2},{""is_overnight"":false,""start"":""1200"",""end"":""2000"",""day"":3},{""is_overnight"":false,""start"":""1200"",""end"":""2100"",""day"":4},{""is_overnight"":false,""start"":""1200"",""end"":""2100"",""day"":5},{""is_overnight"":false,""start"":""1200"",""end"":""2000"",""day"":6}]",Monday: 12:00 PM - 8:00 PM | Tuesday: 12:00 PM - 8:00 PM | Wednesday: 12:00 PM - 8:00 PM | Thursday: 12:00 PM - 8:00 PM | Friday: 12:00 PM - 9:00 PM | Saturday: 12:00 PM - 9:00 PM | Sunday: 12:00 PM - 8:00 PM,+16505811951,"220 Main St, San Mateo, CA, 94401"
Shuyi Grass Jelly & Tea,Bubble Tea Shop (Boba),4.5,https://s3-media1.fl.yelpcdn.com/bphoto/W0hxdvU9KwhnOsx51vs5fQ/o.jpg,"[{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1130"",""end"":""2130"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2130"",""day"":5},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":6}]",Monday: 11:30 AM - 9:00 PM | Tuesday: 11:30 AM - 9:00 PM | Wednesday: 11:30 AM - 9:00 PM | Thursday: 11:30 AM - 9:00 PM | Friday: 11:30 AM - 9:30 PM | Saturday: 11:30 AM - 9:30 PM | Sunday: 11:30 AM - 9:00 PM,,"165 E 4th Ave, San Mateo, CA, 94401"
Sweet Moment,Taiwanese Snack & Boba Cafe,4.7,https://s3-media4.fl.yelpcdn.com/bphoto/WbmbktaJqksdCe_NwiBRWA/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":6}]",Monday: 11:00 AM - 10:00 PM | Tuesday: 11:00 AM - 10:00 PM | Wednesday: 11:00 AM - 10:00 PM | Thursday: 11:00 AM - 10:00 PM | Friday: 11:00 AM - 11:00 PM | Saturday: 11:00 AM - 11:00 PM | Sunday: 11:00 AM - 10:00 PM,+16504772233,"137 E 3rd Ave, San Mateo, CA, 94401"
Teaspoon,Bubble Tea Shop (Boba),4.4,https://s3-media1.fl.yelpcdn.com/bphoto/W7VD1cEsbLodRnN9wFzPSA/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""0000"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""0000"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":6}]",Monday: 11:00 AM - 10:00 PM | Tuesday: 11:00 AM - 10:00 PM | Wednesday: 11:00 AM - 10:00 PM | Thursday: 11:00 AM - 10:00 PM | Friday: 11:00 AM - 12:00 AM | Saturday: 11:00 AM - 12:00 AM | Sunday: 11:00 AM - 10:00 PM,+16503935727,"128 E 3rd Ave, San Mateo, CA, 94401"
TP Tea,Bubble Tea Shop (Boba),4.4,https://s3-media4.fl.yelpcdn.com/bphoto/THB1g110vGHIs0q7eZMJ4g/o.jpg,"[{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":5},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":6}]",Monday: 11:30 AM - 9:00 PM | Tuesday: 11:30 AM - 9:00 PM | Wednesday: 11:30 AM - 9:00 PM | Thursday: 11:30 AM - 9:00 PM | Friday: 11:30 AM - 9:00 PM | Saturday: 11:30 AM - 9:00 PM | Sunday: 11:30 AM - 9:00 PM,+16505131754,"65 E 4th Ave, San Mateo, CA, 94401"
Urban Ritual,Bubble Tea Cafe (Boba),4,https://s3-media4.fl.yelpcdn.com/bphoto/bg0GRjU4ZmfRoG5usf1U2w/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2300"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2200"",""day"":6}]",Monday: 11:00 AM - 10:00 PM | Tuesday: 11:00 AM - 10:00 PM | Wednesday: 11:00 AM - 10:00 PM | Thursday: 11:00 AM - 10:00 PM | Friday: 11:00 AM - 11:00 PM | Saturday: 11:00 AM - 11:00 PM | Sunday: 11:00 AM - 10:00 PM,+16504583298,"140 South B St, San Mateo, CA, 94401"
Yi Fang Tea,Bubble Tea Shop (Boba),4.3,https://s3-media1.fl.yelpcdn.com/bphoto/OJF-wAWiOue0xwFMKcNWgA/o.jpg,"[{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":0},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":5},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":6}]",Monday: 11:30 AM - 9:00 PM | Tuesday: 11:30 AM - 9:00 PM | Wednesday: 11:30 AM - 9:00 PM | Thursday: 11:30 AM - 9:00 PM | Friday: 11:30 AM - 10:00 PM | Saturday: 11:30 AM - 10:00 PM | Sunday: 11:30 AM - 9:00 PM,+16507273963,"110 S B St, San Mateo, CA, 94401"
Boba Bless,Bubble Tea Shop (Boba),5,https://s3-media3.fl.yelpcdn.com/bphoto/nX6elBrKQt-iK4vIWi2i9Q/o.jpg,"[{""is_overnight"":false,""start"":""1130"",""end"":""2000"",""day"":0},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":1},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":2},{""is_overnight"":false,""start"":""1130"",""end"":""2100"",""day"":3},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":4},{""is_overnight"":false,""start"":""1130"",""end"":""2200"",""day"":5}]",Monday: 11:30 AM - 8:00 PM | Tuesday: 11:30 AM - 9:00 PM | Wednesday: 11:30 AM - 9:00 PM | Thursday: 11:30 AM - 9:00 PM | Friday: 11:30 AM - 10:00 PM | Saturday: 11:30 AM - 10:00 PM,+16505139386,"16 E 3rd Ave, San Mateo, CA, 94401"
Avocado Toast,Breakfast & Brunch Café,4.4,https://s3-media2.fl.yelpcdn.com/bphoto/Clf2PzTPGvqZh2KQG8BdUA/o.jpg,"[{""is_overnight"":false,""start"":""0700"",""end"":""1430"",""day"":0},{""is_overnight"":false,""start"":""0700"",""end"":""1430"",""day"":1},{""is_overnight"":false,""start"":""0700"",""end"":""1430"",""day"":2},{""is_overnight"":false,""start"":""0700"",""end"":""1430"",""day"":3},{""is_overnight"":false,""start"":""0700"",""end"":""1430"",""day"":4},{""is_overnight"":false,""start"":""0800"",""end"":""1530"",""day"":5},{""is_overnight"":false,""start"":""0800"",""end"":""1530"",""day"":6}]",Monday: 7:00 AM - 2:30 PM | Tuesday: 7:00 AM - 2:30 PM | Wednesday: 7:00 AM - 2:30 PM | Thursday: 7:00 AM - 2:30 PM | Friday: 7:00 AM - 2:30 PM | Saturday: 8:00 AM - 3:30 PM | Sunday: 8:00 AM - 3:30 PM,+16503433844,"226 E 3rd Ave, San Mateo, CA, 94401"
Bay Watch Restaurant,Breakfast & Brunch Diner,4.3,https://s3-media4.fl.yelpcdn.com/bphoto/-2q8AgIGhBox00Hi2bAt9A/o.jpg,"[{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":0},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":1},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":2},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":3},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":4},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":5},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":6}]",Monday: 7:00 AM - 2:00 PM | Tuesday: 7:00 AM - 2:00 PM | Wednesday: 7:00 AM - 2:00 PM | Thursday: 7:00 AM - 2:00 PM | Friday: 7:00 AM - 2:00 PM | Saturday: 7:00 AM - 2:00 PM | Sunday: 7:00 AM - 2:00 PM,+16503422356,"201 2nd Ave, San Mateo, CA, 94401"
Fiero Caffe,"Breakfast, Brunch & Coffee",4.5,https://s3-media2.fl.yelpcdn.com/bphoto/N5S0tZCB7Z29Eji-kk0Yrg/o.jpg,"[{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":0},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":2},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":3},{""is_overnight"":false,""start"":""0700"",""end"":""1400"",""day"":4},{""is_overnight"":false,""start"":""0630"",""end"":""1400"",""day"":5},{""is_overnight"":false,""start"":""0630"",""end"":""1400"",""day"":6}]",Monday: 7:00 AM - 2:00 PM | Wednesday: 7:00 AM - 2:00 PM | Thursday: 7:00 AM - 2:00 PM | Friday: 7:00 AM - 2:00 PM | Saturday: 6:30 AM - 2:00 PM | Sunday: 6:30 AM - 2:00 PM,+16506858210,"106 S El Camino Real, San Mateo, CA, 94401"
Foreigner Café,Breakfast & Brunch (European-inspired),4.7,https://s3-media1.fl.yelpcdn.com/bphoto/Q28XblJ2YIleLkuyYSS9EQ/o.jpg,"[{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":0},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":1},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":2},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":3},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":4},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":5},{""is_overnight"":false,""start"":""0800"",""end"":""1600"",""day"":6}]",Monday: 8:00 AM - 4:00 PM | Tuesday: 8:00 AM - 4:00 PM | Wednesday: 8:00 AM - 4:00 PM | Thursday: 8:00 AM - 4:00 PM | Friday: 8:00 AM - 4:00 PM | Saturday: 8:00 AM - 4:00 PM | Sunday: 8:00 AM - 4:00 PM,+16506201888,"60E 3rd Ave, San Mateo, CA, 94401"
Noah’s NY Bagels,Bagel Shop (Breakfast & Brunch),4.2,https://s3-media1.fl.yelpcdn.com/bphoto/CEguaL79SCtNnWhOSFW2rg/o.jpg,"[{""is_overnight"":false,""start"":""0500"",""end"":""1400"",""day"":0},{""is_overnight"":false,""start"":""0500"",""end"":""1400"",""day"":1},{""is_overnight"":false,""start"":""0500"",""end"":""1400"",""day"":2},{""is_overnight"":false,""start"":""0500"",""end"":""1400"",""day"":3},{""is_overnight"":false,""start"":""0500"",""end"":""1400"",""day"":4},{""is_overnight"":false,""start"":""0600"",""end"":""1400"",""day"":5},{""is_overnight"":false,""start"":""0600"",""end"":""1400"",""day"":6}]",Monday: 5:00 AM - 2:00 PM | Tuesday: 5:00 AM - 2:00 PM | Wednesday: 5:00 AM - 2:00 PM | Thursday: 5:00 AM - 2:00 PM | Friday: 5:00 AM - 2:00 PM | Saturday: 6:00 AM - 2:00 PM | Sunday: 6:00 AM - 2:00 PM,+16503472364,"50 E 4th Ave, San Mateo, CA, 94401"
Ike’s Place,Sandwiches & Burgers,4.6,https://s3-media3.fl.yelpcdn.com/bphoto/L0h4I3PUfnRD9Hjjp9QlLA/o.jpg,"[{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":0},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":1},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":2},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":3},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":4},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":5},{""is_overnight"":false,""start"":""1000"",""end"":""1900"",""day"":6}]",Monday: 10:00 AM - 7:00 PM | Tuesday: 10:00 AM - 7:00 PM | Wednesday: 10:00 AM - 7:00 PM | Thursday: 10:00 AM - 7:00 PM | Friday: 10:00 AM - 7:00 PM | Saturday: 10:00 AM - 7:00 PM | Sunday: 10:00 AM - 7:00 PM,+17079193215,"124 Calistoga Rd, Santa Rosa, CA, 95409"
Jeffrey’s Hamburgers,Diner – Burgers & Sandwiches,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/i6aZSYbxjRg_tssY2g96_Q/o.jpg,"[{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":0},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":1},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":2},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":3},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":4},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":5},{""is_overnight"":false,""start"":""1100"",""end"":""2000"",""day"":6}]",Monday: 11:00 AM - 8:00 PM | Tuesday: 11:00 AM - 8:00 PM | Wednesday: 11:00 AM - 8:00 PM | Thursday: 11:00 AM - 8:00 PM | Friday: 11:00 AM - 8:00 PM | Saturday: 11:00 AM - 8:00 PM | Sunday: 11:00 AM - 8:00 PM,+16503488698,"42 S B St, San Mateo, CA, 94401"
3 Bees Coffee,Coffee Shop,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/OPoNMCmE17Eip21jdXU32Q/o.jpg,"[{""is_overnight"":false,""start"":""0630"",""end"":""1700"",""day"":0},{""is_overnight"":false,""start"":""0630"",""end"":""1700"",""day"":1},{""is_overnight"":false,""start"":""0630"",""end"":""1700"",""day"":2},{""is_overnight"":false,""start"":""0630"",""end"":""1700"",""day"":3},{""is_overnight"":false,""start"":""0630"",""end"":""1700"",""day"":4},{""is_overnight"":false,""start"":""0700"",""end"":""1700"",""day"":5},{""is_overnight"":false,""start"":""0730"",""end"":""1700"",""day"":6}]",Monday: 6:30 AM - 5:00 PM | Tuesday: 6:30 AM - 5:00 PM | Wednesday: 6:30 AM - 5:00 PM | Thursday: 6:30 AM - 5:00 PM | Friday: 6:30 AM - 5:00 PM | Saturday: 7:00 AM - 5:00 PM | Sunday: 7:30 AM - 5:00 PM,+16503442339,"224 E 3rd Ave, San Mateo, CA, 94401"
Backhaus,Bakery & Café (German),4.7,https://s3-media3.fl.yelpcdn.com/bphoto/zoFhjCqmbX1zaoT5ljur8w/o.jpg,"[{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":1},{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":2},{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":3},{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":4},{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":5},{""is_overnight"":false,""start"":""0730"",""end"":""1600"",""day"":6}]",Tuesday: 7:30 AM - 4:00 PM | Wednesday: 7:30 AM - 4:00 PM | Thursday: 7:30 AM - 4:00 PM | Friday: 7:30 AM - 4:00 PM | Saturday: 7:30 AM - 4:00 PM | Sunday: 7:30 AM - 4:00 PM,+16502009493,"32 E 3rd Ave, San Mateo, CA, 94401"
Bliss on Tap (Baking Arts),Bakery & Coffee Shop,5,https://s3-media2.fl.yelpcdn.com/bphoto/7A4bvXBj-cm48FXdQD4EtA/o.jpg,"[{""is_overnight"":false,""start"":""1000"",""end"":""1300"",""day"":0},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":1},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":2},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":3},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":4},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":5},{""is_overnight"":false,""start"":""1000"",""end"":""1700"",""day"":6}]",Monday: 10:00 AM - 1:00 PM | Tuesday: 10:00 AM - 5:00 PM | Wednesday: 10:00 AM - 5:00 PM | Thursday: 10:00 AM - 5:00 PM | Friday: 10:00 AM - 5:00 PM | Saturday: 10:00 AM - 5:00 PM | Sunday: 10:00 AM - 5:00 PM,+14157067112,"18 E 3rd Ave, San Mateo, CA, 94401"
